violation_id,inspection_id,business_id,violation_description,risk_category
A114387:2025-02-11:0:6,A114387:2025-02-11:0,A114387,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
A114387:2025-02-28:0:0,A114387:2025-02-28:0,A114387,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A116200:2025-05-21:0:0,A116200:2025-05-21:0,A116200,Provide an approved HACCP plan from the California Department of Public Health Food and Drug Branch for all potentially hazardous food (PHF) products that are packaged for using reduced-oxygen packaging (ROP) for 48 hours or more when the smoking of food is used as a method of preservation or when PHF's are cured.,
A116200:2025-05-21:0:1,A116200:2025-05-21:0,A116200,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A116200:2025-05-21:0:2,A116200:2025-05-21:0,A116200,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A116254:2025-03-27:0:0,A116254:2025-03-27:0,A116254,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A116254:2025-03-27:0:1,A116254:2025-03-27:0,A116254,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A116254:2025-03-27:0:2,A116254:2025-03-27:0,A116254,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A116254:2025-11-06:0:0,A116254:2025-11-06:0,A116254,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
A116254:2025-11-06:0:1,A116254:2025-11-06:0,A116254,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A116254:2025-11-06:0:2,A116254:2025-11-06:0,A116254,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A117980:2025-02-03:0:0,A117980:2025-02-03:0,A117980,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
A117980:2025-02-03:0:1,A117980:2025-02-03:0,A117980,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
A117980:2025-02-03:0:2,A117980:2025-02-03:0,A117980,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
A117980:2025-02-03:0:3,A117980:2025-02-03:0,A117980,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A117980:2025-02-03:0:4,A117980:2025-02-03:0,A117980,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
A117980:2025-10-22:0:0,A117980:2025-10-22:0,A117980,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A117980:2025-10-22:0:1,A117980:2025-10-22:0,A117980,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
A117980:2025-10-22:0:2,A117980:2025-10-22:0,A117980,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A117980:2025-10-22:0:3,A117980:2025-10-22:0,A117980,Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment.,
A118913:2025-04-03:0:0,A118913:2025-04-03:0,A118913,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A118913:2025-04-03:0:1,A118913:2025-04-03:0,A118913,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
A118913:2025-04-03:0:2,A118913:2025-04-03:0,A118913,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A118913:2025-04-03:0:3,A118913:2025-04-03:0,A118913,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A118913:2025-04-03:0:4,A118913:2025-04-03:0,A118913,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
A118913:2026-01-07:0:0,A118913:2026-01-07:0,A118913,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A118913:2026-01-07:0:1,A118913:2026-01-07:0,A118913,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
A118913:2026-01-07:0:2,A118913:2026-01-07:0,A118913,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A118913:2026-01-07:0:3,A118913:2026-01-07:0,A118913,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A118913:2026-01-07:0:4,A118913:2026-01-07:0,A118913,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
A118913:2026-01-07:0:5,A118913:2026-01-07:0,A118913,"Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline.",
A118913:2026-01-07:0:6,A118913:2026-01-07:0,A118913,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A118913:2026-01-07:0:7,A118913:2026-01-07:0,A118913,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
A118913:2026-01-07:0:8,A118913:2026-01-07:0,A118913,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
A22887:2024-08-05:0:0,A22887:2024-08-05:0,A22887,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A22887:2024-08-05:0:1,A22887:2024-08-05:0,A22887,"Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose.",
A22887:2024-08-05:0:2,A22887:2024-08-05:0,A22887,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
A37879:2024-01-17:0:0,A37879:2024-01-17:0,A37879,"Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.",
A37879:2024-01-17:0:1,A37879:2024-01-17:0,A37879,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A37879:2024-01-17:0:2,A37879:2024-01-17:0,A37879,"Provide ""Consumer Advisory"" using DISCLOSURE (*) and a REMINDER: ""Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness, especially if you have certain medical conditions"" for ready-to-eat foods.",
A37879:2025-01-08:0:0,A37879:2025-01-08:0,A37879,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A37879:2025-01-08:0:1,A37879:2025-01-08:0,A37879,"Designate and ensure a person in charge to be present at facility at all hours of the operation. Exclude persons unnecessary to the food facility from the food preparation, food storage, or warewashing areas.",
A37879:2025-01-08:0:2,A37879:2025-01-08:0,A37879,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A37879:2025-01-08:0:3,A37879:2025-01-08:0,A37879,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A37879:2025-01-08:0:4,A37879:2025-01-08:0,A37879,Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.,
A37879:2025-01-29:0:0,A37879:2025-01-29:0,A37879,"Provide ""Consumer Advisory"" using DISCLOSURE (*) and a REMINDER: ""Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness, especially if you have certain medical conditions"" for ready-to-eat foods.",
A37879:2026-02-17:0:0,A37879:2026-02-17:0,A37879,"- Food, equipment, or utensils that are found to be unsanitary or in disrepair may be Voluntarily Condemned and Destroyed by the person in charge.",
A37879:2026-02-17:0:1,A37879:2026-02-17:0,A37879,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A37879:2026-02-17:0:2,A37879:2026-02-17:0,A37879,"Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline.",
A5966:2024-01-08:0:0,A5966:2024-01-08:0,A5966,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
A5966:2024-11-19:0:0,A5966:2024-11-19:0,A5966,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A5966:2024-11-19:0:1,A5966:2024-11-19:0,A5966,"Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,  - Submit additional documents as instructed.",
A5966:2024-11-19:0:2,A5966:2024-11-19:0,A5966,"Maintain onsite an accurate, easily readable metal probe thermometer suitable for measuring temperature of food shall be available. A display thermometer +/- 2F shall be provided for each hot and cold holding unit of potentially hazardous foods and high temperature warewashing machines.",
A5966:2024-11-19:0:3,A5966:2024-11-19:0,A5966,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
A5966:2024-11-19:0:4,A5966:2024-11-19:0,A5966,"Administer all pesticides through a state licensed pest control operator. Immediately discontinue the use of unapproved pesticide at the food facility. Store all poisonous substances, detergents, bleaches, and cleaning compounds away from food, utensils, packaging materials, and food-contact surfaces. Provide label to working containers of chemicals taken from bulk supplies with the common name of the material. Provide legible manufacturer's label to containers of poisonous or toxic materials and personal care items.",
A5966:2024-11-19:0:5,A5966:2024-11-19:0,A5966,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A5966:2024-11-19:0:6,A5966:2024-11-19:0,A5966,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
A5966:2024-11-19:0:7,A5966:2024-11-19:0,A5966,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A5966:2024-11-19:0:8,A5966:2024-11-19:0,A5966,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
A5966:2024-12-12:0:0,A5966:2024-12-12:0,A5966,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A5966:2024-12-12:0:1,A5966:2024-12-12:0,A5966,All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination.,
A5966:2024-12-12:0:2,A5966:2024-12-12:0,A5966,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A5966:2024-12-12:0:3,A5966:2024-12-12:0,A5966,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A5966:2024-12-12:0:4,A5966:2024-12-12:0,A5966,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
A5966:2024-12-12:0:5,A5966:2024-12-12:0,A5966,"Administer all pesticides through a state licensed pest control operator. Immediately discontinue the use of unapproved pesticide at the food facility. Store all poisonous substances, detergents, bleaches, and cleaning compounds away from food, utensils, packaging materials, and food-contact surfaces. Provide label to working containers of chemicals taken from bulk supplies with the common name of the material. Provide legible manufacturer's label to containers of poisonous or toxic materials and personal care items.",
A5966:2024-12-12:0:6,A5966:2024-12-12:0,A5966,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
A5966:2024-12-12:0:7,A5966:2024-12-12:0,A5966,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
A5966:2024-12-12:0:8,A5966:2024-12-12:0,A5966,"Maintain onsite an accurate, easily readable metal probe thermometer suitable for measuring temperature of food shall be available. A display thermometer +/- 2F shall be provided for each hot and cold holding unit of potentially hazardous foods and high temperature warewashing machines.,  - Submit additional documents as instructed.",
A5966:2025-01-10:0:0,A5966:2025-01-10:0,A5966,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
A5966:2025-01-10:0:1,A5966:2025-01-10:0,A5966,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.,  - An Abatement Conference has been scheduled for failure to comply with CA Health & Safety Code Sections.   You are requested to appear to show cause as to why these violations are outstanding. Failure to appear may result in summary enforcement action by the Department of Public Health or Injunctive action by the City Attorney's Office.",
A5966:2025-01-10:0:2,A5966:2025-01-10:0,A5966,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
A5966:2025-01-10:0:3,A5966:2025-01-10:0,A5966,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.,  - Submit additional documents as instructed.",
A5966:2025-02-12:0:0,A5966:2025-02-12:0,A5966,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
A5966:2025-02-12:0:1,A5966:2025-02-12:0,A5966,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
A5966:2025-02-12:0:2,A5966:2025-02-12:0,A5966,Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility.,
A6990:2024-08-14:0:0,A6990:2024-08-14:0,A6990,"Maintain toilet facilities clean, sanitary, and in good repair. Toilet rooms shall be separated by a well-fitting self-closing door. Toilet tissue shall be provided in a permanently installed dispenser at each toilet. The number of toilet facilities shall be in accordance with local building and plumbing ordinances. Toilet facilities shall be provided for patrons: in establishments where there is onsite consumption of food; with more than 20,000 sq ft.; establishments offering on-site liquor consumption.",
A6990:2026-07-21:0:0,A6990:2026-07-21:0,A6990,"Label all potentially hazardous foods for use with Time as a Public Health Control implementation with the date and discard time. The discard time shall be 4 hours after food preparation has begun or after removing from proper temperature controls of 41°F or 135°F. Discard potentially hazardous foods, under Time as a Public Health Control, when 4 hours have elapsed. Obtain written approval for Time as Public Health Control from San Francisco Environmental Health.",
A78019:2025-02-25:0:0,A78019:2025-02-25:0,A78019,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A78019:2025-02-25:0:1,A78019:2025-02-25:0,A78019,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A78019:2025-02-25:0:2,A78019:2025-02-25:0,A78019,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
A78019:2025-09-24:0:0,A78019:2025-09-24:0,A78019,Keep all food waste and rubbish in leak-proof and rodent-proof containers. Containers shall be covered at all times. All waste must be removed and disposed of as frequently as necessary to prevent a nuisance. The exterior premises of each food facility shall be kept clean and free of litter and rubbish.,
A78019:2025-09-24:0:1,A78019:2025-09-24:0,A78019,Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions.,
A78019:2025-09-24:0:2,A78019:2025-09-24:0,A78019,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A78019:2025-09-24:0:3,A78019:2025-09-24:0,A78019,"Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods.",
A79525:2025-03-21:0:0,A79525:2025-03-21:0,A79525,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A79525:2025-03-21:0:1,A79525:2025-03-21:0,A79525,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A79525:2025-03-21:0:2,A79525:2025-03-21:0,A79525,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
A79525:2025-03-21:0:3,A79525:2025-03-21:0,A79525,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.,  - Submit additional documents as instructed.",
A79525:2025-03-21:0:4,A79525:2025-03-21:0,A79525,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A79525:2025-03-21:0:5,A79525:2025-03-21:0,A79525,"Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.",
A79525:2025-03-25:0:0,A79525:2025-03-25:0,A79525,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
A79525:2025-03-25:0:1,A79525:2025-03-25:0,A79525,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A79525:2025-03-25:0:2,A79525:2025-03-25:0,A79525,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.,  - Submit additional documents as instructed.",
A79525:2025-03-25:0:3,A79525:2025-03-25:0,A79525,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A79525:2025-03-25:0:4,A79525:2025-03-25:0,A79525,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A79525:2025-03-25:0:5,A79525:2025-03-25:0,A79525,Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.,
A84105:2025-11-18:0:0,A84105:2025-11-18:0,A84105,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A84105:2025-11-18:0:1,A84105:2025-11-18:0,A84105,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A84105:2025-11-18:0:2,A84105:2025-11-18:0,A84105,"Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",
A84105:2025-11-18:0:3,A84105:2025-11-18:0,A84105,Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.,
A85602:2024-03-27:0:0,A85602:2024-03-27:0,A85602,Always provide adequate water pressure at sufficient level when needed.,
A85602:2024-05-19:0:0,A85602:2024-05-19:0,A85602,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
A85602:2024-05-19:0:1,A85602:2024-05-19:0,A85602,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A87677:2024-05-30:0:0,A87677:2024-05-30:0,A87677,"Label all potentially hazardous foods for use with Time as a Public Health Control implementation with the date and discard time. The discard time shall be 4 hours after food preparation has begun or after removing from proper temperature controls of 41°F or 135°F. Discard potentially hazardous foods, under Time as a Public Health Control, when 4 hours have elapsed. Obtain written approval for Time as Public Health Control from San Francisco Environmental Health.",
A87677:2024-05-30:0:1,A87677:2024-05-30:0,A87677,"Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",
A87677:2024-05-30:0:10,A87677:2024-05-30:0,A87677,"Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",
A87677:2024-05-30:0:2,A87677:2024-05-30:0,A87677,Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name.,
A87677:2024-05-30:0:3,A87677:2024-05-30:0,A87677,"Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",
A87677:2024-05-30:0:4,A87677:2024-05-30:0,A87677,Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.,
A87677:2024-05-30:0:5,A87677:2024-05-30:0,A87677,"Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",
